"","price","cleanliness_rating","room_type","dist"
"1",194.033698122935,10,"Private room",5.02296379808829
"2",344.245776017622,8,"Private room",0.488389288828984
"3",264.101422445106,9,"Private room",5.74831191515956
"4",433.529397979987,9,"Private room",0.384862012821602
"5",485.552925737586,10,"Private room",0.544738183429238
"6",552.808567478265,8,"Private room",2.13142008057136
"7",215.124317484123,10,"Private room",1.88109156437107
"8",2771.30738406018,10,"Entire home/apt",1.68680696520273
"9",1001.80441965646,9,"Entire home/apt",3.71914139865726
"10",276.521453846695,10,"Private room",3.1423614256297
"11",909.474374897476,10,"Entire home/apt",1.0099220248635
"12",319.640053429569,10,"Private room",2.18270710445159
"13",675.602840203407,8,"Entire home/apt",2.93304584329196
"14",552.808567478265,10,"Entire home/apt",1.30549393158984
"15",209.031471890891,8,"Private room",7.3045352665541
"16",368.851498605676,10,"Private room",1.03110060895927
"17",368.851498605676,10,"Private room",1.32779715743968
"18",337.918590209266,10,"Private room",1.36633423796711
"19",313.547207836337,10,"Private room",1.28975923030272
"20",447.589810887447,9,"Entire home/apt",1.05761933143645
"21",243.245143299042,10,"Private room",2.87063284380254
"22",933.845757270405,10,"Entire home/apt",1.01406642679186
"23",251.915731258641,10,"Private room",1.24708366697671
"24",377.287746350151,10,"Private room",1.16749230143493
"25",245.588545450285,10,"Private room",4.23063429670681
"26",217.702059850491,8,"Private room",4.18081473716799
"27",295.034330841516,10,"Private room",3.36601858238526
"28",295.034330841516,10,"Private room",4.12728001854418
"29",1032.97166826799,9,"Entire home/apt",2.16160761391017
"30",270.428608253462,10,"Private room",4.88547764075742
"31",524.687741663347,9,"Entire home/apt",1.12632697230557
"32",599.676610503128,9,"Entire home/apt",3.36359072469737
"33",516.017153703747,9,"Entire home/apt",1.07116834613958
"34",602.254352869496,10,"Entire home/apt",3.85629011289885
"35",504.065802732407,9,"Entire home/apt",4.07524788645374
"36",1609.91727790406,10,"Entire home/apt",2.9885887859177
"37",310.969465469969,9,"Entire home/apt",4.14708668567508
"38",202.704286082535,10,"Private room",5.61175015551668
"39",796.288050992431,10,"Entire home/apt",2.85499166902967
"40",504.065802732407,9,"Private room",6.41165737248718
"41",319.640053429569,10,"Private room",0.540353868178227
"42",614.44004405596,9,"Private room",0.495828246257032
"43",467.040048742765,10,"Private room",0.5143556615735
"44",716.378037635039,10,"Entire home/apt",3.69500542587883
"45",350.10428139573,10,"Private room",1.09786925897544
"46",319.640053429569,10,"Private room",0.384611599710627
"47",467.040048742765,10,"Private room",0.471546542280126
"48",983.291542661636,10,"Entire home/apt",1.43051105771566
"49",298.783774283505,9,"Private room",4.22420858726289
"50",196.611440489302,9,"Private room",6.19827862898727
"51",430.248634968247,10,"Entire home/apt",3.01944085314297
"52",319.640053429569,9,"Private room",0.363345441249856
"53",405.642912380194,9,"Private room",5.03649771445056
"54",334.169146767277,10,"Private room",1.15176413284378
"55",491.880111545942,9,"Private room",0.375135063554944
"56",319.640053429569,9,"Private room",0.360506805181602
"57",780.352916363977,10,"Private room",1.39557890986769
"58",355.025425913341,9,"Entire home/apt",1.48337059398804
"59",1044.68867902421,10,"Entire home/apt",1.5059239672494
"60",847.842898319781,10,"Entire home/apt",1.26732846172113
"61",373.772643123286,10,"Private room",0.975069337866992
"62",613.268342980339,9,"Entire home/apt",0.227260676317608
"63",238.323998781431,10,"Private room",5.83943815614
"64",430.248634968247,10,"Entire home/apt",3.02952221558518
"65",347.995219459612,6,"Entire home/apt",4.41681688628728
"66",330.419703325288,10,"Entire home/apt",2.56405190362026
"67",1179.66864293581,10,"Entire home/apt",0.626568325274764
"68",259.180277927495,10,"Private room",5.2414841679505
"69",277.927495137441,10,"Private room",3.83291422506462
"70",467.040048742765,9,"Entire home/apt",2.38789078083822
"71",583.741475874675,10,"Entire home/apt",2.57284332136076
"72",374.944344198908,6,"Private room",0.94452133382463
"73",372.36660183254,10,"Private room",3.89325419363755
"74",479.225739929229,10,"Shared room",1.37724299963528
"75",454.8543575563,10,"Entire home/apt",2.28494468474987
"76",206.453729524524,9,"Private room",6.79281178529689
"77",497.73861692405,10,"Private room",1.09505336514071
"78",399.550066786961,10,"Entire home/apt",9.3355189205058
"79",761.840039369156,9,"Private room",1.09118232606682
"80",317.062311063202,8,"Private room",2.63223794016304
"81",319.405713214445,10,"Private room",0.353081957803128
"82",209.031471890891,10,"Private room",4.68772516501575
"83",209.031471890891,10,"Private room",4.61247556274807
"84",640.45180793476,9,"Entire home/apt",1.7326208039228
"85",209.031471890891,10,"Private room",4.68689685387767
"86",934.08009748553,10,"Private room",1.11991504967501
"87",210.203172966513,9,"Private room",2.47889535174736
"88",221.217163077356,9,"Private room",6.0589886746647
"89",441.26262507909,10,"Private room",0.792226218144255
"90",325.498558807677,8,"Private room",0.924999602142323
"91",792.772947765566,10,"Entire home/apt",5.90207623209414
"92",213.952616408502,10,"Private room",7.01790675436861
"93",1557.19072950109,9,"Entire home/apt",0.750394577976171
"94",317.062311063202,10,"Private room",3.40089688450538
"95",319.640053429569,10,"Entire home/apt",3.4030984859495
"96",1044.68867902421,10,"Entire home/apt",3.0030686360809
"97",310.969465469969,9,"Entire home/apt",3.57140078670821
"98",295.034330841516,9,"Entire home/apt",4.6654114118221
"99",344.245776017622,7,"Entire home/apt",4.15707017259549
"100",3004.94457853912,9,"Entire home/apt",1.61529472873922
"101",539.216835001055,10,"Entire home/apt",3.78133105919903
"102",460.947203149533,10,"Private room",0.58518293169997
"103",1376.51442364024,10,"Entire home/apt",1.93070165922095
"104",415.485201415415,10,"Entire home/apt",5.03923317589222
"105",215.124317484123,10,"Private room",3.59922212009322
"106",393.457221193729,10,"Private room",1.49936314123436
"107",232.231153188199,10,"Private room",3.71667932629317
"108",774.260070770745,10,"Entire home/apt",1.81054031891411
"109",291.050547184402,9,"Private room",0.653966981972201
"110",604.597755020739,10,"Entire home/apt",1.8831520950903
"111",467.040048742765,10,"Entire home/apt",1.40711020075407
"112",744.498863449957,10,"Entire home/apt",2.67809200145374
"113",250.74403018302,10,"Private room",2.06157655464039
"114",544.137979518665,10,"Private room",1.7922375062525
"115",424.155789375015,10,"Entire home/apt",3.34264805071934
"116",675.602840203407,10,"Entire home/apt",1.22659984457793
"117",909.474374897476,10,"Entire home/apt",2.61870940136058
"118",264.101422445106,10,"Private room",2.85095702392196
"119",196.611440489302,10,"Private room",10.7234832523964
"120",700.442903006585,9,"Entire home/apt",4.93449370488713
"121",307.22002202798,10,"Private room",3.81630113611216
"122",528.202844890212,10,"Private room",4.29556086263506
"123",675.602840203407,10,"Entire home/apt",3.37209729167424
"124",675.602840203407,10,"Entire home/apt",1.96085686532501
"125",515.782813488623,9,"Entire home/apt",3.14129480118786
"126",442.668666369836,10,"Entire home/apt",1.6809149161304
"127",596.161507276264,10,"Entire home/apt",1.93439238266762
"128",920.488365008319,10,"Entire home/apt",1.24754518281914
"129",718.955780001406,10,"Entire home/apt",2.87036325276402
"130",276.521453846695,10,"Private room",7.72305317954697
"131",988.212687179247,9,"Entire home/apt",2.06498056439576
"132",270.428608253462,10,"Private room",2.47350256667464
"133",798.631453143674,8,"Entire home/apt",0.218366101609283
"134",3637.66315937478,10,"Entire home/apt",0.724210661306788
"135",479.460080144354,9,"Entire home/apt",2.01001697210564
"136",934.08009748553,10,"Entire home/apt",1.154753564431
"137",639.045766644014,10,"Entire home/apt",1.83763289815231
"138",1474.93731399245,10,"Private room",1.08879778735449
"139",1020.08295643615,9,"Entire home/apt",1.38880790068397
"140",1192.0886743374,10,"Entire home/apt",0.711000885262666
"141",798.631453143674,10,"Entire home/apt",3.41830516036666
"142",854.404424343262,10,"Entire home/apt",3.38582616015706
"143",614.44004405596,8,"Private room",3.68110190227081
"144",283.786000515548,9,"Private room",1.18761862490411
"145",870.105218756591,10,"Entire home/apt",3.76905312006599
"146",180.2076254306,9,"Private room",2.19643678625704
"147",242.07344222342,10,"Private room",8.28332763214961
"148",418.062943781783,9,"Private room",3.75214155978832
"149",281.442598364305,10,"Private room",2.407442724473
"150",215.124317484123,10,"Private room",8.56840750623002
"151",448.527171747944,10,"Private room",1.10116448384351
"152",614.44004405596,10,"Entire home/apt",2.37897583305334
"153",279.099196213062,9,"Private room",8.56840478036031
"154",663.651489232067,8,"Entire home/apt",3.6035604729264
"155",279.099196213062,9,"Private room",3.01861558590217
"156",1044.68867902421,10,"Entire home/apt",0.763283913465693
"157",299.721135144002,9,"Private room",4.13721126396265
"158",405.642912380194,10,"Entire home/apt",3.63677679097169
"159",2556.18306657606,10,"Entire home/apt",0.970918827134614
"160",985.63494481288,10,"Entire home/apt",2.11962320161349
"161",1214.11665455909,9,"Entire home/apt",1.93784887497216
"162",305.813980737234,10,"Private room",3.71079289102271
"163",937.595200712394,9,"Private room",1.0057848731195
"164",292.456588475148,9,"Private room",4.71897151374555
"165",552.808567478265,10,"Entire home/apt",4.45613882180817
"166",1228.88008811192,8,"Entire home/apt",4.01853227686691
"167",251.915731258641,8,"Private room",2.43039149747942
"168",258.242917066998,9,"Private room",3.16823706594846
"169",562.885196728611,10,"Private room",0.9580992248852
"170",462.118904225154,10,"Entire home/apt",0.371439545190904
"171",458.369460783165,10,"Entire home/apt",2.14664679123802
"172",184.425749302838,10,"Private room",3.47209801907125
"173",780.587256579102,10,"Entire home/apt",2.21904851595776
"174",228.716049961334,10,"Private room",1.2589013860917
"175",221.45150329248,10,"Private room",10.8534927352632
"176",385.958334309751,9,"Private room",0.161331962831583
"177",436.341480561479,9,"Entire home/apt",3.31273049357922
"178",626.391395027301,10,"Entire home/apt",2.26452051622478
"179",835.89154734844,10,"Entire home/apt",1.13304003869966
"180",833.313804982073,10,"Entire home/apt",2.37914474645899
"181",424.155789375015,10,"Entire home/apt",1.59091212084686
"182",602.254352869496,10,"Entire home/apt",2.17844472831098
"183",1425.72586881635,9,"Entire home/apt",0.693777039086838
"184",737.234316781103,10,"Entire home/apt",1.52506617712089
"185",397.206664635718,9,"Entire home/apt",6.37540638022766
"186",290.113186323905,9,"Private room",2.28560219875908
"187",221.217163077356,9,"Private room",2.47416740131008
"188",245.822885665409,10,"Private room",6.05069473720483
"189",196.611440489302,8,"Private room",10.4532195519476
"190",258.008576851874,10,"Private room",4.59935359459696
"191",1413.30583741476,10,"Private room",2.52858670948544
"192",479.460080144354,9,"Entire home/apt",4.7743101088064
"193",920.488365008319,10,"Entire home/apt",1.05027830801077
"194",622.876291800436,10,"Entire home/apt",1.75036650206916
"195",317.062311063202,10,"Private room",0.593229195930243
"196",344.245776017622,9,"Entire home/apt",5.21296650933706
"197",409.392355822183,9,"Entire home/apt",2.66127289934606
"198",282.614299439927,10,"Private room",2.15938204797343
"199",319.640053429569,9,"Private room",0.39403585626069
"200",290.113186323905,8,"Private room",2.21054634274471
"201",381.03718979214,10,"Private room",0.755333964940362
"202",276.521453846695,10,"Private room",5.92473255080299
"203",811.051484545263,10,"Entire home/apt",1.37934003989624
"204",1106.3201556019,10,"Entire home/apt",1.01838065208725
"205",435.169779485858,10,"Entire home/apt",2.53299300944956
"206",381.03718979214,10,"Private room",1.22864565590279
"207",513.673751552504,10,"Entire home/apt",3.10506379919362
"208",309.797764394348,10,"Private room",2.37020889663949
"209",516.017153703747,9,"Entire home/apt",1.19630490386179
"210",614.44004405596,10,"Private room",1.37015076272134
"211",737.234316781103,8,"Entire home/apt",2.44587533640906
"212",685.913809668877,10,"Entire home/apt",2.85979246961657
"213",823.471515946852,10,"Entire home/apt",3.50395209118642
"214",307.22002202798,9,"Entire home/apt",2.89497753104493
"215",1997.28165350456,9,"Entire home/apt",1.51227022957627
"216",638.81142642889,9,"Entire home/apt",4.02666246224716
"217",1136.55004335294,10,"Entire home/apt",3.19729859342824
"218",405.642912380194,10,"Private room",11.1871001541179
"219",400.487427647459,10,"Private room",0.830714228075956
"220",307.22002202798,10,"Private room",2.23877438217707
"221",688.022871604996,10,"Private room",1.28224672301832
"222",648.888055679235,10,"Entire home/apt",1.59103920366544
"223",331.825744616034,10,"Entire home/apt",2.61537921223474
"224",420.406345933026,9,"Entire home/apt",2.13795332663216
"225",774.260070770745,10,"Entire home/apt",3.24668560709205
"226",1126.94209453284,8,"Entire home/apt",2.88941954285758
"227",208.797131675767,8,"Private room",10.4060771694677
"228",522.344339512104,10,"Private room",2.69658139006655
"229",448.527171747944,9,"Private room",1.2243296655599
"230",204.11032737328,10,"Private room",10.8986466448448
"231",442.668666369836,9,"Private room",0.81668654180202
"232",325.498558807677,10,"Private room",3.25436003865409
"233",1351.90870105219,9,"Entire home/apt",0.612807457239456
"234",583.975816089799,10,"Entire home/apt",6.80542626875238
"235",614.44004405596,9,"Entire home/apt",4.05555888545237
"236",279.099196213062,9,"Private room",7.29790345229699
"237",345.18313687812,10,"Private room",1.20517622156061
"238",245.822885665409,10,"Private room",2.86126129098388
"239",522.344339512104,10,"Entire home/apt",9.46119327681984
"240",303.470578585991,5,"Private room",3.8756943705433
"241",798.865793358798,9,"Entire home/apt",3.81629449343628
"242",654.980901272467,10,"Private room",1.15761186422048
"243",277.458814707192,10,"Private room",4.04820902826325
"244",498.910317999672,10,"Private room",3.91970716213849
"245",491.645771330818,10,"Entire home/apt",3.06159374973675
"246",442.434326154711,10,"Private room",2.08192656314224
"247",202.704286082535,10,"Private room",8.32817401368125
"248",258.008576851874,10,"Shared room",7.17406115249598
"249",245.822885665409,10,"Private room",3.86938350286856
"250",669.7443348253,9,"Entire home/apt",2.50212523430887
"251",453.448316265554,9,"Entire home/apt",2.94636967313979
"252",706.535748599817,9,"Entire home/apt",2.53179879835775
"253",1038.36149321585,9,"Entire home/apt",0.195198050187334
"254",2500.87877580672,9,"Entire home/apt",1.42927087183776
"255",399.550066786961,9,"Private room",0.959855819666673
"256",407.986314531437,9,"Private room",1.73169023709733
"257",407.986314531437,8,"Private room",1.76356680726234
"258",319.405713214445,9,"Private room",1.11034865159534
"259",817.144330138495,10,"Entire home/apt",4.19306377351228
"260",792.772947765566,9,"Entire home/apt",6.44661106089397
"261",274.178051695451,9,"Private room",1.16338596806781
"262",774.260070770745,9,"Entire home/apt",0.345523840742521
"263",221.217163077356,10,"Private room",9.23017125623019
"264",436.341480561479,9,"Private room",1.09206119086157
"265",974.620954702036,10,"Entire home/apt",1.2238902406354
"266",1044.68867902421,9,"Entire home/apt",3.51322388253363
"267",607.175497387107,10,"Private room",1.42504548228728
"268",314.484568696834,9,"Private room",2.12312211366282
"269",390.645138612237,9,"Private room",1.42507891868844
"270",449.698872823565,10,"Private room",0.240366976118377
"271",181.84800693647,10,"Private room",2.71652180085433
"272",2458.22885665409,10,"Entire home/apt",1.16276143084034
"273",410.32971668268,8,"Entire home/apt",2.03368664013648
"274",771.682328404378,9,"Entire home/apt",2.67021758898895
"275",415.250861200291,10,"Entire home/apt",7.08105242236631
"276",577.414290066318,9,"Entire home/apt",1.24549016752544
"277",531.952288332201,9,"Entire home/apt",1.21005284544098
"278",552.808567478265,9,"Entire home/apt",6.32919008503253
"279",1651.86417641131,10,"Entire home/apt",0.947950114903138
"280",282.848639655051,10,"Entire home/apt",4.04677392100638
"281",347.995219459612,10,"Private room",7.44807611909449
"282",485.552925737586,9,"Entire home/apt",2.42112627911386
"283",436.341480561479,10,"Private room",0.731635759834344
"284",221.217163077356,10,"Private room",2.77262964703731
"285",460.947203149533,10,"Entire home/apt",1.66031695807189
"286",552.808567478265,9,"Entire home/apt",8.14996777365445
"287",368.851498605676,10,"Entire home/apt",6.97890808943753
"288",209.031471890891,9,"Private room",4.62975973073052
"289",568.978042321843,10,"Private room",0.501641371664476
"290",1044.68867902421,9,"Entire home/apt",1.73818367874875
"291",489.302369179575,8,"Entire home/apt",0.531434361114255
"292",239.730040072177,9,"Private room",1.87789046845459
"293",734.89091462986,9,"Entire home/apt",0.826863694636473
"294",274.178051695451,10,"Private room",3.16926240593254
"295",399.550066786961,10,"Private room",1.11800165948026
"296",337.918590209266,10,"Private room",3.04263281495936
"297",474.070255196494,10,"Entire home/apt",7.49498762197964
"298",534.764370913693,10,"Entire home/apt",2.29054436567065
"299",436.341480561479,9,"Private room",0.982325608797663
"300",1112.17866098001,9,"Entire home/apt",0.938419959790016
"301",614.44004405596,9,"Private room",0.868937678021849
"302",202.704286082535,9,"Private room",3.57898881317967
"303",430.248634968247,10,"Entire home/apt",3.48120679035905
"304",243.245143299042,9,"Private room",7.10481591698772
"305",277.693154922316,10,"Private room",2.75980764273213
"306",356.431467204087,10,"Private room",2.93044982123714
"307",555.386309844632,10,"Private room",0.397128727499151
"308",352.682023762098,9,"Entire home/apt",4.75330122059168
"309",318.234012138823,9,"Private room",0.643279793390964
"310",368.617158390551,9,"Entire home/apt",1.84341480289254
"311",774.260070770745,10,"Private room",3.24091975361233
"312",1029.92524547138,9,"Entire home/apt",1.77631683186327
"313",326.670259883299,8,"Entire home/apt",3.92533308033895
"314",299.721135144002,10,"Private room",3.81282106785276
"315",688.022871604996,8,"Entire home/apt",4.8943069814804
"316",399.315726571837,10,"Entire home/apt",2.74840604089789
"317",362.524312797319,10,"Entire home/apt",2.46501338853773
"318",350.10428139573,10,"Private room",1.18252315667085
"319",1038.36149321585,9,"Entire home/apt",1.76190097363896
"320",432.357696904366,8,"Private room",1.43337341108591
"321",337.684249994142,10,"Private room",1.55140012697169
"322",1118.27150657324,10,"Entire home/apt",1.96011552062919
"323",335.575188058023,9,"Private room",3.31046256472923
"324",468.211749818386,10,"Entire home/apt",2.46418339809043
"325",241.839102008296,9,"Private room",6.32486346550931
"326",1739.03873643756,10,"Entire home/apt",2.14059851531515
"327",368.617158390551,10,"Entire home/apt",6.29136597328247
"328",346.589178168866,9,"Private room",2.01135592861515
"329",417.828603566658,10,"Private room",2.93780188645349
"330",421.343706793523,10,"Entire home/apt",1.73785130276705
"331",712.862934408174,10,"Entire home/apt",1.08884123927918
"332",308.391723103602,9,"Private room",1.91313682246303
"333",333.231785906779,9,"Private room",2.1368991958336
"334",356.197126988963,10,"Private room",1.86884440535317
"335",351.510322686476,9,"Private room",1.5647645877322
"336",264.33576266023,10,"Private room",3.54892641493003
"337",344.245776017622,10,"Private room",2.5794567688943
"338",515.782813488623,9,"Entire home/apt",2.68040341853275
"339",491.645771330818,10,"Entire home/apt",4.05191760725571
"340",501.253720150915,10,"Entire home/apt",2.31454839492116
"341",552.808567478265,10,"Entire home/apt",1.47562073707332
"342",386.192674524875,10,"Private room",0.286227036394247
"343",1136.55004335294,9,"Entire home/apt",0.36393392906958
"344",268.085206102219,10,"Private room",8.39619396545116
"345",319.405713214445,10,"Private room",3.25726833968008
"346",1210.3672111171,9,"Entire home/apt",7.96930598896132
"347",540.6228762918,9,"Entire home/apt",3.53040385878742
"348",1044.68867902421,10,"Entire home/apt",2.15872723608007
"349",539.685515431303,10,"Entire home/apt",5.30925405553005
"350",485.552925737586,10,"Entire home/apt",3.55053751311776
"351",178.098563494481,10,"Private room",8.89420624851134
"352",661.308087080824,9,"Private room",0.297472634776715
"353",1572.89152391442,9,"Private room",0.167313147764472
"354",329.48234246479,9,"Private room",0.370008275266844
"355",436.107140346355,10,"Entire home/apt",3.38649066988086
"356",722.236543013147,9,"Entire home/apt",2.05614396206371
"357",399.550066786961,10,"Entire home/apt",1.98733651486557
"358",602.020012654372,9,"Entire home/apt",2.58314490806896
"359",319.405713214445,9,"Private room",7.40177492495943
"360",817.144330138495,10,"Entire home/apt",2.20265516104141
"361",439.856583788344,10,"Entire home/apt",4.74529133957405
"362",546.715721885033,10,"Entire home/apt",2.48625608495136
"363",1161.15576594099,9,"Entire home/apt",1.14333525630049
"364",393.457221193729,10,"Private room",1.66102202532199
"365",386.192674524875,10,"Private room",0.342806163876766
"366",540.6228762918,10,"Entire home/apt",0.89931933774475
"367",614.44004405596,10,"Entire home/apt",1.46907536447466
"368",196.611440489302,9,"Private room",4.45291253977435
